單詞	TF	DF	TF-IDF
應符合中華民	21	21	4.721611104
得超過基金淨	21	21	4.721611104
度經貿往來密	21	21	4.721611104
店頭市場所發	21	21	4.721611104
家之有價證券	21	18	4.877076231
家之投資總金	21	21	4.721611104
基金投資於經	21	20	4.770817304
均?得低於本	21	15	5.060952448
地區詳如【附	21	21	4.721611104
地區經濟發展	21	21	4.721611104
在國或地區或	21	21	4.721611104
國或地區經濟	21	21	4.721611104
國家或地區內	21	21	4.721611104
國家或地區交	21	21	4.721611104
國家及地區交	21	19	4.822547977
國內上市或上	21	16	4.995863606
回交易交易對	21	21	4.721611104
回交易之總金	21	21	4.721611104
問服務之外國	21	21	4.721611104
合中華民國中	21	21	4.721611104
及由印度以外	21	21	4.721611104
及標的之有價	21	21	4.721611104
印度經貿往來	21	21	4.721611104
區詳如【附錄	21	21	4.721611104
區經濟發展及	21	21	4.721611104
匯率跌幅達百	21	21	4.721611104
券總額不得低	21	21	4.721611104
係指本基金終	21	21	4.721611104
低於基金淨資	21	15	5.060952448
但依經?公司	21	21	4.721611104
企業所發?而	21	19	4.822547977
介顧問服務之	21	21	4.721611104
人民幣計價債	21	21	4.721611104
交易交易對象	21	21	4.721611104
交易之總金額	21	21	4.721611104
交易之受益憑	21	21	4.721611104
交換等證券相	21	21	4.721611104
亞太地區國家	21	7	5.829591288
中華民國中央	21	21	4.721611104
並應符合中華	21	21	4.721611104
不得超過基金	21	21	4.721611104
不可抗力情事	21	21	4.721611104
上櫃之興櫃股	21	21	4.721611104
?證券或基礎	20	20	4.727285552
?公司應以誠	20	20	4.727285552
?之總?額?	20	20	4.727285552
?信用評等等	20	20	4.727285552
?自成?之日	20	20	4.727285552
?最高投資上	20	20	4.727285552
?受?證券及	20	20	4.727285552
?原投資之新	20	20	4.727285552
?保管機構辦	20	18	4.83257491
高收益債券以	20	20	4.727285552
響該國經濟發	20	20	4.727285552
非投資等級之	20	20	4.727285552
非屬高收?債	20	20	4.727285552
述投資所在國	20	20	4.727285552
起三個月內採	20	20	4.727285552
資於股票型基	20	8	5.642957448
資於人民幣計	20	20	4.727285552
資之高收益債	20	20	4.727285552
該國經濟發展	20	20	4.727285552
該受?證券或	20	20	4.727285552
該債券?計入	20	20	4.727285552
該債券之國家	20	20	4.727285552
評等與基本面	20	20	4.727285552
評等符合金管	20	10	5.419964601
評等符合下列	20	20	4.727285552
託受益證券或	20	20	4.727285552
行評等未達金	20	10	5.419964601
華民國以外之	20	20	4.727285552
英國及盧森堡	20	19	4.778544204
臺幣對外幣間	20	20	4.727285552
自成?之日起	20	20	4.727285552
群島及英屬馬	20	20	4.727285552
續期間要求的	20	20	4.727285552
續期間在ㄧ年	20	20	4.727285552
維持收益指安	20	20	4.727285552
經理公司專業	20	20	4.727285552
管機構辦?交	20	18	4.83257491
管制導致無法	20	20	4.727285552
等與基本面狀	20	20	4.727285552
等符合金管會	20	10	5.419964601
用評等符合金	20	10	5.419964601
理公司專業判	20	20	4.727285552
特別股價格波	20	10	5.419964601
求長期投資利	20	20	4.727285552
民國以外之國	20	20	4.727285552
每個子基?最	20	20	4.727285552
權股價指數有	20	20	4.727285552
櫃股票之總額	20	19	4.778544204
櫃公司股票之	20	19	4.778544204
機構辦?交割	20	18	4.83257491
機構發行之本	20	20	4.727285552
機會相關國家	20	4	6.335636498
構發行之本票	20	20	4.727285552
業機構發行之	20	20	4.727285552
核心與戰術配	20	10	5.419964601
本基?自成立	20	16	4.950278398
本基?原投資	20	20	4.727285552
本基金運用於	20	20	4.727285552
會核准證券投	20	20	4.727285552
施外匯管制導	20	20	4.727285552
於股票型基金	20	8	5.642957448
於經金管會核	20	19	4.778544204
於人民幣計價	20	20	4.727285552
於中國大陸地	20	20	4.727285552
新臺幣對外幣	20	20	4.727285552
持收益指安定	20	20	4.727285552
投資於人民幣	20	20	4.727285552
投資之高收益	20	20	4.727285552
或地區證券交	20	20	4.727285552
心與戰術配置	20	10	5.419964601
得低於基?淨	20	11	5.324718791
影響該國經濟	20	20	4.727285552
度發行或交易	20	20	4.727285552
幣對外幣間匯	20	20	4.727285552
市場交?之基	20	20	4.727285552
屬高收?債券	20	20	4.727285552
家或地區交易	20	20	4.727285552
家或地區之證	20	20	4.727285552
家及地區交易	20	18	4.83257491
定區域配置比	20	20	4.727285552
存續期間要求	20	20	4.727285552
存續期間在ㄧ	20	20	4.727285552
子基?最高投	20	20	4.727285552
外?融組織債	20	20	4.727285552
外國債券子基	20	10	5.419964601
外匯管制導致	20	20	4.727285552
場型基金等有	20	20	4.727285552
基?自成?之	20	20	4.727285552
基?最高投資	20	20	4.727285552
基?原投資之	20	20	4.727285552
基金等有價證	20	20	4.727285552
基金投資比例	20	20	4.727285552
型基金等有價	20	20	4.727285552
國際貨幣基金	20	14	5.083719608
國經濟發展及	20	20	4.727285552
國家或地區有	20	20	4.727285552
國外?融組織	20	20	4.727285552
國債券子基金	20	10	5.419964601
受?證券或基	20	20	4.727285552
及維持收益指	20	20	4.727285552
及期貨信託事	20	20	4.727285552
及投資於經第	20	20	4.727285552
及地區交易之	20	18	4.83257491
及參與憑證之	20	10	5.419964601
參與憑證之總	20	10	5.419964601
印度發行或交	20	20	4.727285552
占基金淨資產	20	20	4.727285552
區之證券交易	20	20	4.727285552
匯管制導致無	20	20	4.727285552
則該債券?計	20	20	4.727285552
券?計入前述	20	20	4.727285552
券子基金之總	20	10	5.419964601
券型及貨幣型	20	20	4.727285552
券之總額?低	20	20	4.727285552
券之國家風險	20	20	4.727285552
券不符合下列	20	20	4.727285552
制導致無法匯	20	20	4.727285552
別股價格波動	20	10	5.419964601
其他組合型基	20	20	4.727285552
其他固定收?	20	20	4.727285552
公司股票之總	20	19	4.778544204
公司專業判斷	20	20	4.727285552
八之有價證券	20	20	4.727285552
債券?計入前	20	20	4.727285552
債券子基金之	20	10	5.419964601
債券之國家風	20	20	4.727285552
值之百分之二	20	20	4.727285552
個子基?最高	20	20	4.727285552
個以上子基?	20	20	4.727285552
保管機構辦?	20	18	4.83257491
係指下?債券	20	20	4.727285552
低於基?淨資	20	11	5.324718791
他固定收?證	20	20	4.727285552
之百分之二十	20	20	4.727285552
之國外?融組	20	20	4.727285552
之上述國家或	20	20	4.727285552
中華民國以外	20	20	4.727285552
並依下?規定	20	20	4.727285552
且每個子基?	20	20	4.727285552
上述國家交易	20	20	4.727285552
?之證券投資	19	19	4.732282861
?公司運用本	19	17	4.842357324
?所及其他經	19	19	4.732282861
?得低於基?	19	10	5.367493633
?自成立日起	19	15	4.966225043
頭市場所發布	19	19	4.732282861
開任一資產種	19	19	4.732282861
金額應達基金	19	19	4.732282861
運用本基?為	19	17	4.842357324
述高收益債券	19	19	4.732282861
蹤標的指數之	19	13	5.107844809
資於大陸地區	19	16	4.902354488
資於印度之有	19	18	4.785790493
資於前述新興	19	19	4.732282861
證券性質之不	19	19	4.732282861
證券商營業處	19	19	4.732282861
證券交?所或	19	19	4.732282861
該等有價證券	19	19	4.732282861
該債券?得計	19	19	4.732282861
該債券不符合	19	19	4.732282861
評定未達相當	19	19	4.732282861
託國內外證券	19	15	4.966225043
計價之貨幣市	19	19	4.732282861
表現為本基金	19	19	4.732282861
行之本票或匯	19	19	4.732282861
行之債券或由	19	19	4.732282861
致使該債券?	19	19	4.732282861
致使該債券不	19	19	4.732282861
績效表現為本	19	19	4.732282861
經?公司運用	19	17	4.842357324
經理公司運用	19	17	4.842357324
等級以上之債	19	19	4.732282861
等機構評定未	19	19	4.732282861
票券及債券附	19	19	4.732282861
票之總額不得	19	18	4.785790493
票之總額不低	19	18	4.785790493
短期票券及附	19	19	4.732282861
短期票券及債	19	19	4.732282861
益證券性質之	19	19	4.732282861
百慕達群島等	19	19	4.732282861
發行之本票或	19	19	4.732282861
用本基金資產	19	19	4.732282861
生日起三個月	19	19	4.732282861
為現款現貨交	19	19	4.732282861
為上市或上櫃	19	19	4.732282861
灣存託憑證及	19	19	4.732282861
灣存託憑證之	19	19	4.732282861
民國境內及境	19	17	4.842357324
款投資比例之	19	19	4.732282861
櫃有價證券投	19	19	4.732282861
機構評定未達	19	19	4.732282861
機構所發?或	19	19	4.732282861
構評定未達相	19	19	4.732282861
極追求長期投	19	19	4.732282861
期票券及附買	19	19	4.732282861
期票券及債券	19	19	4.732282861
期投資利得及	19	19	4.732282861
有價證券發行	19	19	4.732282861
於股票之總金	19	19	4.732282861
於印度之有價	19	18	4.785790493
於前述高收益	19	19	4.732282861
於前述新興市	19	19	4.732282861
效表現為本基	19	19	4.732282861
收益證券性質	19	19	4.732282861
投資組合管理	19	19	4.732282861
投資於大陸地	19	16	4.902354488
投資於印度之	19	18	4.785790493
投資於前述新	19	19	4.732282861
或證券商營業	19	19	4.732282861
或發行而於中	19	19	4.732282861
或店頭市場所	19	19	4.732282861
或增加投資效	19	19	4.732282861
或地區集中交	19	19	4.732282861
或地區或機構	19	19	4.732282861
或上櫃有價證	19	19	4.732282861
應委託國內外	19	19	4.732282861
應以現款現貨	19	19	4.732282861
從其修正後規	19	19	4.732282861
市或上櫃有價	19	19	4.732282861
市場或證券商	19	19	4.732282861
將基金投資股	19	19	4.732282861
家或地區或機	19	19	4.732282861
家及地區或機	19	17	4.842357324
定等級以上之	19	19	4.732282861
定未達相當於	19	19	4.732282861
定收益證券性	19	19	4.732282861
定收益證券及	19	19	4.732282861
外證券經紀商	19	15	4.966225043
外國指?股票	19	19	4.732282861
場或證券商營	19	19	4.732282861
基?自成立日	19	15	4.966225043
基金得投資於	19	17	4.842357324
型證券投資信	19	19	4.732282861
地區掛牌之債	19	19	4.732282861
地區及標的之	19	19	4.732282861
在投資所在國	19	19	4.732282861
在國或地區集	19	19	4.732282861
國指?股票型	19	19	4.732282861
國或地區集中	19	19	4.732282861
國家或地區或	19	19	4.732282861
國家店頭市場	19	19	4.732282861
國家及地區或	19	17	4.842357324
國境內及境外	19	17	4.842357324
國及中華民國	19	19	4.732282861
國內外證券經	19	15	4.966225043
國以外之國家	19	19	4.732282861
含基金保管機	19	19	4.732282861
司運用本基?	19	17	4.842357324
及投資於符合	19	19	4.732282861
及地區或機構	19	17	4.842357324
及債券附買回	19	19	4.732282861
及交換公司債	19	14	5.034503846
及中華民國之	19	19	4.732282861
區掛牌之債券	19	19	4.732282861
區及標的之有	19	19	4.732282861
前述高收益債	19	19	4.732282861
則該債券?得	19	19	4.732282861
券?得計入前	19	19	4.732282861
券性質之不動	19	19	4.732282861
券商營業處所	19	19	4.732282861
券及債券附買	19	19	4.732282861
券交?所及其	19	19	4.732282861
具及投資於符	19	19	4.732282861
其修正後規定	19	19	4.732282861
內外證券經紀	19	15	4.966225043
價之貨幣市場	19	19	4.732282861
債券?得計入	19	19	4.732282861
債券不符合本	19	19	4.732282861
使該債券不符	19	19	4.732282861
以現款現貨交	19	19	4.732282861
交?所及其他	19	19	4.732282861
中心發布之發	19	19	4.732282861
中交?市場或	19	19	4.732282861
且經?公司應	19	19	4.732282861
上述投資所在	19	19	4.732282861
上櫃有價證券	19	19	4.732282861
上市或上櫃有	19	19	4.732282861
?日起六個月	18	18	4.736475988
?公司得為避	18	14	4.982626509
?特定人募集	18	18	4.736475988
高於投資所在	18	18	4.736475988
關商品交易均	18	18	4.736475988
關係並具有證	18	18	4.736475988
開證券相關商	18	18	4.736475988
開曼群島及新	18	18	4.736475988
金融債券及其	18	18	4.736475988
金至少應投資	18	18	4.736475988
金等有價證券	18	18	4.736475988
金保管機構辦	18	16	4.851838866
金亦得投資於	18	18	4.736475988
運用本基金為	18	16	4.851838866
追求投資期間	18	18	4.736475988
述國家店頭市	18	18	4.736475988
資組合不符合	18	18	4.736475988
資於重要科技	18	10	5.31218505
資於股票型子	18	18	4.736475988
資於國內之上	18	16	4.851838866
資於債券型子	18	18	4.736475988
資於亞太國家	18	18	4.736475988
資於下列有價	18	18	4.736475988
資前開任一資	18	18	4.736475988
資信託基金從	18	18	4.736475988
買回交易之總	18	18	4.736475988
證券經紀商資	18	18	4.736475988
證券經紀商交	18	18	4.736475988
證券交?市場	18	12	5.133609763
該證券經紀商	18	18	4.736475988
託受益證券等	18	18	4.736475988
規定持有之有	18	18	4.736475988
般證券經紀商	18	18	4.736475988
興市場公司債	18	18	4.736475988
自成?日起六	18	18	4.736475988
股??預估值	18	6	5.812514436
群島及新興市	18	18	4.736475988
總金額不高於	18	6	5.812514436
經?公司得為	18	14	4.982626509
經紀部門為之	18	18	4.736475988
經紀商資格者	18	18	4.736475988
經理公司得為	18	15	4.915051276
組合不符合本	18	18	4.736475988
紀商資格者或	18	18	4.736475988
管理機構所經	18	18	4.736475988
管機構辦理交	18	16	4.851838866
管機構之經紀	18	18	4.736475988
管會核准證券	18	18	4.736475988
等有價證券總	18	17	4.792459934
符合本目所定	18	18	4.736475988
積極追求投資	18	18	4.736475988
票券及附買回	18	18	4.736475988
目所定投資比	18	18	4.736475988
益證券及資產	18	18	4.736475988
益證券及國外	18	18	4.736475988
產業所發行之	18	3	6.491419108
產投資組合不	18	18	4.736475988
理機構所經理	18	18	4.736475988
理公司運用本	18	16	4.851838866
理公司得為避	18	15	4.915051276
率交換等證券	18	18	4.736475988
特別股及存託	18	18	4.736475988
機構辦理交割	18	16	4.851838866
機構所經理或	18	18	4.736475988
機構之經紀部	18	18	4.736475988
構所經理或發	18	18	4.736475988
構之經紀部門	18	18	4.736475988
極追求投資期	18	18	4.736475988
業所發行之股	18	3	6.491419108
本目所定投資	18	18	4.736475988
本基金至少應	18	18	4.736475988
本基金投資策	18	18	4.736475988
本基金亦得投	18	18	4.736475988
期穩定的成長	18	18	4.736475988
有證券經紀商	18	18	4.736475988
有之有價證券	18	18	4.736475988
曼群島及新興	18	18	4.736475988
易應行注意事	18	18	4.736475988
易市場及美國	18	18	4.736475988
於重要科技事	18	11	5.218833266
於股票型子基	18	18	4.736475988
於投資所在國	18	18	4.736475988
於國內之上市	18	16	4.851838866
於債券型子基	18	18	4.736475988
於下列有價證	18	18	4.736475988
新興市場指?	18	9	5.415380661
新興市場公司	18	18	4.736475988
數成份國家或	18	18	4.736475988
政策變更或有	18	18	4.736475988
支付該證券經	18	18	4.736475988
指數成份國家	18	18	4.736475988
持有之有價證	18	18	4.736475988
投資組合不符	18	18	4.736475988
投資於重要科	18	10	5.31218505
投資於亞太國	18	18	4.736475988
投資於下列有	18	18	4.736475988
投資前開任一	18	18	4.736475988
所經理或發行	18	18	4.736475988
所屬交易市場	18	6	5.812514436
或貨幣市場型	18	18	4.736475988
或經?管會核	18	18	4.736475988
或地區一般證	18	18	4.736475988
或任一或合計	18	9	5.415380661
成?日起六個	18	18	4.736475988
從事前開證券	18	18	4.736475988
得高於投資所	18	18	4.736475988
得為避險操作	18	18	4.736475988
得投資於外國	18	18	4.736475988
